Job Title,Skills
['Community Assistant'],"['Customer Service', 'Social Media', 'Marketing', 'Communication', 'Event Planning', 'Sales', 'Organization Skills', 'Time Management', 'Leadership', 'Problem Solving']"
['Community Coordinator'],"['Community Engagement', 'Community Outreach', 'Community Organizing', 'Event Planning', 'Community Development', 'Nonprofit Organizations', 'Volunteer Management', 'Fundraising', 'Public Speaking', 'Grassroots Organizing']"
['Community Manager'],"['Property Management', 'Community Management', 'Yardi', 'Yardi Voyager', 'OneSite', 'Yardi Property Management', 'Community Engagement', 'Social Media', 'Resident Retention', 'Yieldstar']"
['Community Specialist'],"['Community Outreach', 'Community Engagement', 'Event Planning', 'Community Development', 'Communication', 'Community Management', 'Leadership', 'Social Media', 'Public Speaking', 'Nonprofit Organizations']"
['Compliance Analyst'],"['Regulatory Compliance', 'Risk Management', 'Compliance Regulations', 'Anti-Money Laundering', 'Compliance Management', 'Compliance Monitoring', 'Auditing', 'Internal Audits', 'Risk Assessment', 'Legal Compliance']"
['Compliance Manager'],"['Regulatory Compliance', 'Compliance Management', 'Risk Management', 'Auditing', 'Compliance Regulations', 'Legal Compliance', 'Compliance Monitoring', 'Risk Assessment', 'Healthcare Compliance', 'Internal Audits']"
['Compliance Officer'],"['Regulatory Compliance', 'Compliance Management', 'Compliance Regulations', 'Risk Management', 'Legal Compliance', 'Anti-Money Laundering', 'Auditing', 'Investigation', 'Compliance Monitoring', 'Privacy Compliance']"
['Compliance Specialist'],"['Regulatory Compliance', 'Compliance Regulations', 'Compliance Management', 'Auditing', 'Risk Management', 'Legal Compliance', 'Internal Audits', 'Risk Assessment', 'Data Analysis', 'Healthcare Compliance']"
['Computer Numerical Control Machinist'],"['Computer Numerical Control (CNC)', 'CNC Manufacturing', 'CNC Programming', 'CNC Operation', 'CNC Mill', 'CNC Machine', 'Lathes', 'Machining', 'Precision Machining', 'Mastercam']"
['Computer Technician'],"['Computer Repair', 'Windows', 'Computer Hardware', 'Mac', 'Computer Hardware Troubleshooting', 'Computer-Aided Design (CAD)', 'Technical Support', 'Troubleshooting', 'Computer Maintenance', 'AutoCAD']"
['Concierge'],"['Concierge Services', 'Customer Service', 'Customer Experience', 'Customer Satisfaction', 'Phone Etiquette', 'Time Management', 'Communication', 'Sales', 'Organization Skills', 'Receptionist Duties']"
['Construction Manager'],"['Construction Management', 'Construction', 'Construction Safety', 'Pre-Construction', 'Construction Site Management', 'Project Management', 'Construction Drawings', 'Construction Estimating', 'Project Coordination', 'Project Estimation']"
['Construction Project Manager'],"['NA', 'Construction', 'Construction Management', 'Construction Safety', 'Project Coordination', 'Procore', 'Pre-Construction', 'Construction Estimating', 'Project Management', 'Project Estimation']"
['Construction Specialist'],"['Construction', 'Construction Management', 'Construction Safety', 'Procore', 'Bluebeam', 'Pre-Construction', 'Construction Estimating', 'Construction Drawings', 'Concrete', 'Carpentry']"
['Construction Worker'],"['Construction', 'Heavy Equipment Operations', 'Construction Safety', 'Laborers', 'Framing', 'Carpentry', 'Leadership', 'Concrete', 'Power Tools', 'Forklift Operation']"
['Consulting Specialist'],"['Consulting', 'Management Consulting', 'Strategy', 'Project Management', 'Business Strategy', 'Leadership', 'Data Analysis', 'Business Development', 'Analytical Skills', 'Change Management']"
['Content Creator'],"['Video Editing', 'Social Media Marketing', 'Social Media', 'Video Production', 'Creative Content Creation', 'Content Strategy', 'Online Content Creation', 'Photography', 'Adobe Premiere Pro', 'Videography']"
['Content Manager'],"['Content Management', 'Content Strategy', 'Copywriting', 'Web Content Writing', 'Content Marketing', 'Content Development', 'Search Engine Optimization (SEO)', 'Social Media', 'Social Media Marketing', 'Digital Marketing']"
['Content Producer'],"['Video Production', 'Video Editing', 'Content Strategy', 'Adobe Premiere Pro', 'Social Media', 'Adobe Creative Suite', 'Social Media Marketing', 'Copywriting', 'Videography', 'Photography']"
['Content Specialist'],"['Content Strategy', 'Copywriting', 'Web Content Writing', 'Social Media Marketing', 'Social Media', 'Video Editing', 'Search Engine Optimization (SEO)', 'Content Marketing', 'Content Management', 'Content Development']"
['Content Strategist'],"['Content Strategy', 'Copywriting', 'Web Content Writing', 'Content Marketing', 'Search Engine Optimization (SEO)', 'Content Development', 'Content Management', 'SEO Copywriting', 'Digital Marketing', 'Content Design']"
['Content Writer'],"['Web Content Writing', 'Copywriting', 'Writing', 'SEO Copywriting', 'Editing', 'Search Engine Optimization (SEO)', 'Blogging', 'Creative Writing', 'Copy Editing', 'Content Strategy']"
['Contract Administrator'],"['Contract Management', 'Contract Negotiation', 'Government Contracting', 'FAR', 'Contractual Agreements', 'Contracts Administrators', 'Procurement', 'Government Contract Administration', 'Non-disclosure Agreements', 'Legal Contract Review']"
['Contract Manager'],"['Contract Management', 'Contract Negotiation', 'Government Contracting', 'Contractual Agreements', 'Legal Contract Review', 'FAR', 'Procurement', 'Negotiation', 'Project Management', 'Procurement Contracts']"
['Contract Specialist'],"['Contract Management', 'FAR', 'Contract Negotiation', 'Government Contract Administration', 'Government Contracting', 'Procurement Contracts', 'Government Procurement', 'Contractual Agreements', 'Federal Procurement', 'Contract Writing']"
['Control Engineer'],"['PLC Programming', 'Control Systems Design', 'PLC Allen Bradley', 'HMI Programming', 'Programmable Logic Controller (PLC)', 'Allen-Bradley', 'Industrial Automation', 'PLC Ladder Logic', 'RSLogix', 'Fanuc Robots']"
['Cook'],"['Cooking', 'Culinary Skills', 'Food Preparation', 'Food & Beverage', 'Food Safety', 'Baking', 'Sanitation', 'Customer Service', 'Catering', 'Food Service Operations']"
['Copyeditor'],"['Copy Editing', 'Proofreading', 'AP Stylebook', 'Editing', 'Fact-checking', 'Writing', 'Copywriting', 'Chicago Manual of Style', 'Creative Writing', 'Chicago Style']"
['Copywriter'],"['Copywriting', 'SEO Copywriting', 'Web Content Writing', 'Copy Editing', 'Digital Copywriting', 'Search Engine Optimization (SEO)', 'Writing', 'Marketing Copy', 'Editing', 'Email Marketing']"
['Correctional Officer'],"['Corrections', 'Public Safety', 'Law Enforcement', 'Criminal Justice', 'Physical Security', 'Security', 'Patrol', 'Security Operations', 'Firearms Handling', 'Investigation']"
['Cosmetologist'],"['Cosmetology', 'Hair Care', 'Hair Cutting', 'Beauty Industry', 'Hair Coloring', 'Hair Styling', 'Makeup Artistry', 'Hair Extensions', 'Waxing', 'Cosmetics']"
['Courier'],"['Couriers', 'Transportation', 'Customer Service', 'Professional Driving', 'Time Management', 'Customer Satisfaction', 'Defensive Driving', 'Data Entry', 'Organization Skills', 'Communication']"
['Creative Director'],"['Art Direction', 'Creative Strategy', 'Graphic Design', 'Branding & Identity', 'Brand Strategy', 'Branding', 'Social Media', 'Advertising', 'Creative Agency', 'Brand Development']"
['Creative Specialist'],"['Creative Strategy', 'Art Direction', 'Graphic Design', 'Adobe Creative Suite', 'Branding & Identity', 'Social Media', 'Adobe Photoshop', 'Photography', 'Adobe Illustrator', 'Video Production']"
['Credit Analyst'],"['Credit Analysis', 'Credit Risk Management', 'Underwriting', 'Credit', 'Financial Analysis', 'Cash Flow Analysis', 'Banking', 'Lines Of Credit', 'Finance', 'Financial Statements']"
['Customer Care Professional'],"['Customer Support', 'Customer Experience', 'Customer Service', 'Customer Satisfaction', 'Data Entry', 'Customer Service Representatives', 'Salesforce.com', 'Customer Service Management', 'Customer Retention', 'Phone Etiquette']"
['Customer Representative'],"['Customer Experience', 'Customer Satisfaction', 'Customer Service', 'Customer Support', 'Salesforce.com', 'Customer Retention', 'Customer Relationship Management (CRM)', 'Time Management', 'Data Entry', 'Account Management']"
['Customer Service Manager'],"['Customer Service Management', 'People Management', 'Contact Centers', 'Customer Experience', 'Workforce Management', 'Customer Satisfaction', 'Customer Support', 'Customer Service', 'Supervisory Skills', 'Management']"
['Customer Service Representative'],"['Customer Support', 'Customer Service Representatives', 'Customer Service', 'Customer Experience', 'Data Entry', 'Customer Service Operations', 'Customer Satisfaction', 'Phone Etiquette', 'Customer Service Training', 'Typing']"
['Customer Service Specialist'],"['Customer Service', 'Customer Support', 'Customer Experience', 'Customer Service Operations', 'Customer Satisfaction', 'Customer Service Representatives', 'Customer Service Management', 'Customer Service Training', 'Data Entry', 'Time Management']"
['Customer Service Supervisor'],"['Customer Service Management', 'Customer Service Operations', 'Customer Experience', 'Supervisory Skills', 'Customer Support', 'Customer Service', 'Customer Service Representatives', 'Workforce Management', 'Customer Satisfaction', 'Customer Service Training']"
['Customer Specialist'],"['Customer Experience', 'Customer Support', 'Customer Satisfaction', 'Customer Service', 'Customer Retention', 'Salesforce.com', 'Customer Engagement', 'Customer Relationship Management (CRM)', 'Sales', 'Account Management']"
['Customer Success Manager'],"['Software as a Service (SaaS)', 'Salesforce.com', 'Customer Retention', 'Customer Relationship Management (CRM)', 'Account Management', 'Business-to-Business (B2B)', 'Customer Support', 'Customer Experience', 'Customer Engagement', 'Customer Satisfaction']"
['Customer Support Specialist'],"['Customer Support', 'Zendesk', 'Customer Experience', 'Customer Satisfaction', 'Salesforce.com', 'Technical Support', 'Customer Service', 'Troubleshooting', 'Data Entry', 'Customer Relationship Management (CRM)']"
['Cyber Security Analyst'],"['Cybersecurity', 'Incident Response', 'NIST', 'Information Security', 'Security Information and Event Management (SIEM)', 'Network Security', 'Vulnerability Assessment', 'Splunk', 'Wireshark', 'Cyber Defense']"
['Cyber Security Specialist'],"['Cybersecurity', 'Information Security', 'Network Security', 'NIST', 'Security Information and Event Management (SIEM)', 'Vulnerability Assessment', 'Penetration Testing', 'Wireshark', 'Linux', 'NIST 800-53']"
['Dance Instructor'],"['Dance', 'Choreography', 'Dance Instruction', 'Dance Education', 'Teaching', 'Contemporary Dance', 'Ballet', 'Jazz Dance', 'Leadership', 'Modern Dance']"
['Data Analyst'],"['Tableau', 'SQL', 'Microsoft Power BI', 'Data Visualization', 'Python (Programming Language)', 'Data Analytics', 'Data Analysis', 'R (Programming Language)', 'Statistical Data Analysis', 'Data Science']"
['Data Engineer'],"['Amazon Web Services (AWS)', 'Apache Spark', 'Data Engineering', 'Extract', 'Transform', 'Load (ETL)', 'Snowflake', 'Hadoop', 'PySpark', 'Python (Programming Language)', 'Hive', 'SQL']"
['Data Entry Clerk'],"['Data Entry', 'Typing', 'Online Data Entry', 'Microsoft Excel', 'Customer Service', 'Filing', 'Microsoft Office', 'Microsoft Word', 'Time Management', 'English']"
['Data Entry Specialist'],"['Data Entry', 'Online Data Entry', 'Typing', 'Microsoft Excel', 'Customer Service', 'Data Analysis', 'Microsoft Office', 'Customer Relationship Management (CRM)', 'Microsoft Word', 'Time Management']"
['Data Manager'],"['Quantitative Analytics', 'Data Management', 'Data Governance', 'Tableau', 'SQL', 'Data Analytics', 'Master Data Management', 'SAS (Software)', 'Management Systems', 'Electrical Technology']"
['Data Scientist'],"['Machine Learning', 'Data Science', 'Natural Language Processing (NLP)', 'SQL', 'Python (Programming Language)', 'Data Visualization', 'Deep Learning', 'Pandas (Software)', 'Predictive Modeling', 'R (Programming Language)']"
['Data Specialist'],"['SQL', 'Tableau', 'Data Visualization', 'Python (Programming Language)', 'Microsoft Power BI', 'Data Analytics', 'Data Analysis', 'R (Programming Language)', 'Data Management', 'Data Entry']"
['Database Administrator'],"['Database Administration', 'SQL*Net', 'Transact-SQL (T-SQL)', 'SQL Server Reporting Services (SSRS)', 'Microsoft SQL Server', 'Data Warehousing', 'Oracle Database', 'SQL Server Integration Services (SSIS)', 'Data Centers', 'SQL Server Analysis Services (SSAS)']"
['Deli Clerk'],"['Customer Service', 'Food & Beverage', 'Food Safety', 'Food Preparation', 'Cashiering', 'Retail', 'Time Management', 'Team Leadership', 'Stocking', 'Communication']"
['Delivery Driver'],"['Professional Driving', 'Transportation', 'Customer Service', 'Time Management', 'Communication', 'Sales', 'Customer Satisfaction', 'Problem Solving', 'Organization Skills', 'Cash Handling']"
['Delivery Specialist'],"['Customer Service', 'Service Delivery', 'Time Management', 'Communication', 'Customer Satisfaction', 'Problem Solving', 'Leadership', 'Customer Experience', 'Sales', 'Organization Skills']"
['Dental Assistant'],"['Dental Assisting', 'Dentrix', 'Dentistry', 'Dental Care', 'Dental Software', 'Dental Imaging', 'X-ray', 'Sterilization', 'Restorative Dentistry', 'Dental Surgery']"
['Dental Hygienist'],"['Dentrix', 'Dental Care', 'Nitrous Oxide', 'Eaglesoft', 'Periodontal Disease', 'Local Anesthesia', 'Oral Care', 'Dentistry', 'Dental Prophylaxis', 'Dental Software']"
['Design Consultant'],"['Interior Design', 'Residential Design', 'Design', 'Design Consulting', 'User Experience (UX)', 'Sales', 'Floor Plans', 'Branding & Identity', 'Direct Sales', 'Adobe Creative Suite']"
['Design Director'],"['Design Direction', 'Fashion Design', 'Design Leadership', 'Design', 'Jewelry Design', 'Jewelry', 'Design Management', 'Art Direction', 'Retail Design', 'Typesetting']"
['Design Engineer'],"['SOLIDWORKS', 'Computer-Aided Design (CAD)', 'Design', 'Design for Manufacturing', 'Design Engineering', '3D Printing', '3D Modeling', 'AutoCAD', 'Siemens NX', 'Geometric Dimensioning & Tolerancing']"
['Design Specialist'],"['Design', 'Adobe Illustrator', 'Adobe InDesign', 'Graphic Design', 'Adobe Creative Suite', 'Adobe Photoshop', 'Fashion Design', 'Pattern Making', 'Styling', 'Branding & Identity']"
['DevOps Engineer'],"['Kubernetes', 'DevOps', 'Terraform', 'Ansible', 'Amazon Web Services (AWS)', 'Jenkins', 'Docker Products', 'Continuous Integration and Continuous Delivery (CI/CD)', 'Linux', 'GitHub']"
['Development Specialist'],"['Full-life Cycle Recruiting', 'Recruiting', 'Human Resources (HR)', 'Executive Search', 'Corporate Recruiting', 'Script Coverage', 'Internet Recruiting', 'Networking', 'Marketing', 'Technical Recruiting']"
['Dietitian'],"['Clinical Nutrition', 'Medical Nutrition Therapy', 'Dietetics', 'Nutritional Counseling', 'Nutrition Education', 'Enteral Nutrition', 'Motivational Interviewing', 'Nutritional Analysis', 'Nutrition', 'Human Nutrition']"
['Digital Marketing Consultant'],"['Digital Marketing', 'Search Engine Optimization (SEO)', 'Google Analytics', 'Social Media Marketing', 'Marketing Strategy', 'Email Marketing', 'Pay Per Click (PPC)', 'Search Engine Marketing (SEM)', 'Content Strategy', 'Digital Strategy']"
['Digital Marketing Manager'],"['Digital Marketing', 'Search Engine Optimization (SEO)', 'Email Marketing', 'Google Analytics', 'Social Media Marketing', 'B2B Marketing', 'Search Engine Marketing (SEM)', 'Marketing Strategy', 'Paid Search Strategy', 'Content Marketing']"
['Digital Marketing Specialist'],"['Digital Marketing', 'Search Engine Optimization (SEO)', 'Google Analytics', 'Social Media Marketing', 'Email Marketing', 'Social Media', 'Content Marketing', 'Search Engine Marketing (SEM)', 'Marketing Strategy', 'Copywriting']"
['Digital Specialist'],"['Digital Marketing', 'Social Media', 'Social Media Marketing', 'Digital Media', 'Digital Strategy', 'Adobe Premiere Pro', 'Video Editing', 'Graphic Design', 'Adobe Photoshop', 'Adobe Creative Suite']"
['Direct Support Professional'],"['Medication Administration', 'First Aid', 'Direct Patient Care', 'Cardiopulmonary Resuscitation (CPR)', 'Developmental Disabilities', 'Intellectual Disabilities', 'Adult CPR', 'Customer Service', 'NA', 'Healthcare']"
['Director of Product Management'],"['Product Management', 'Product Strategy', 'Product Development', 'Product Road Mapping', 'Agile Methodologies', 'Cross-functional Team Leadership', 'Business Strategy', 'Product Marketing', 'Product Innovation', 'Product Launch']"
['Director of Software Engineering'],"['Software Development', 'Amazon Web Services (AWS)', 'Software Development Life Cycle (SDLC)', 'DevOps', 'Software Design', 'Cloud Computing', 'Software Project Management', 'Microservices', 'Technical Leadership', 'Agile Methodologies']"
['Disk Jockey'],"['DJing', 'Music Production', 'Music', 'Wedding DJ', 'Music Industry', 'Audio Engineering', 'Live Sound', 'Live Events', 'Audio Mixing', 'Serato']"
['Distributor'],"['Customer Research', 'Direct Sales', 'Account Management', 'Sales', 'Team Building', 'Wellness', 'Business Development', 'Nutrition', 'Online Marketing', 'Marketing']"
['Driver'],"['Professional Driving', 'CDL Class A', 'Transportation', 'Truck Driving', 'Customer Service', 'Commercial Driving', 'CDL', 'Forklift Operation', 'Time Management', 'Sales']"
['Editor'],"['Editing', 'Copy Editing', 'Writing', 'Proofreading', 'Journalism', 'Copywriting', 'Creative Writing', 'Web Content Writing', 'Publishing', 'AP Stylebook']"
['Education Coordinator'],"['Curriculum Development', 'Education', 'Program Development', 'Teaching', 'Educational Leadership', 'Training', 'Event Planning', 'Nonprofit Organizations', 'Program Management', 'Classroom Management']"
['Education Professional'],"['Teaching', 'Curriculum Development', 'Education', 'Educational Leadership', 'K-12 Education', 'Classroom Management', 'Public Speaking', 'Mentoring', 'Educational Technology', 'Teacher Training']"
['Educational Consultant'],"['Educational Consulting', 'Consulting', 'Curriculum Development', 'Educational Leadership', 'Teaching', 'K-12 Education', 'Education', 'Instructional Design', 'Teacher Training', 'Coaching']"
['Electrical Engineer'],"['Electrical Engineering', 'Printed Circuit Board (PCB) Design', 'Electrical Design', 'Altium Designer', 'AutoCAD', 'Analog Circuit Design', 'Electrical Troubleshooting', 'Power Distribution', 'Power Systems', 'Engineering']"
['Electrician'],"['Electrical Wiring', 'Electrical Troubleshooting', 'Electricity', 'Electrical Work', 'Electrical Safety', 'Electrical Maintenance', 'Construction', 'Electrical Repairs', 'Electrical Equipment', 'Electrical Controls']"
['Electronic Technician'],"['Electronics Repair', 'Electronics Technology', 'Electrical Troubleshooting', 'Schematic', 'Electronics', 'Soldering', 'Maintenance & Repair', 'Electronic Troubleshooting', 'Electrical Wiring', 'Troubleshooting']"
['Elementary School Teacher'],"['Elementary Education', 'Teaching', 'Classroom Management', 'Working With Children', 'Reading Comprehension', 'Lesson Planning', 'Curriculum Development', 'Differentiated Instruction', 'Educational Technology', 'Education']"
['Emergency Medical Technician'],"['Emergency Medical Services (EMS)', 'EMT', 'Automated External Defibrillator (AED)', 'Ambulance', 'Cardiopulmonary Resuscitation (CPR)', 'Basic Life Support (BLS)', 'U.S. National Registry of Emergency Medical Technicians (NREMT)', 'First Aid', 'Emergency Medicine', 'Emergency Services']"
['Emergency Room Nurse'],"['Emergency Nursing', 'Pediatric Advanced Life Support (PALS)', 'Advanced Cardiac Life Support (ACLS)', 'Critical Care Nursing', 'TNCC', 'Emergency Medicine', 'Trauma Nursing', 'Basic Life Support (BLS)', 'Telemetry', 'Nursing']"
['Engagement Director'],"['Community Engagement', 'Event Management', 'Program Development', 'Strategic Planning', 'Program Management', 'Strategic Communications', 'Volunteer Management', 'Community Outreach', 'Event Planning', 'Fundraising']"
['Engagement Manager'],"['Market Entry', 'Emerging Markets', 'Growth Strategies', 'Management Consulting', 'Agile Methodologies', 'Program Management', 'Business Strategy', 'Project Management', 'Leadership Development', 'Strategy']"
['Engineering Manager'],"['Engineering Management', 'Energy Audits', 'Energy Management', 'Energy Efficiency', 'C++', 'Renewable Energy', 'Python (Programming Language)', 'Amazon Web Services (AWS)', 'Software Development', 'Java']"
['Engineering Specialist'],"['MATLAB', 'SOLIDWORKS', 'Engineering', 'AutoCAD', 'Python (Programming Language)', 'Computer-Aided Design (CAD)', 'Bluebeam', '3D Printing', 'C++', 'Revit']"
['Engineering Technician'],"['Engineering Support', 'Engineering', 'Troubleshooting', 'AutoCAD', 'Electrical Troubleshooting', 'Soldering', 'SOLIDWORKS', 'Active DoD Secret Clearance', 'Maintenance & Repair', 'Manufacturing']"
['English Second Language Teacher'],"['English as a Second Language (ESL)', 'Teaching English as a Foreign Language', 'Teaching English as a Second Language', 'Teaching', 'Language Teaching', 'English Teaching', 'Lesson Planning', 'Classroom Management', 'Education', 'Curriculum Development']"
['English Teacher'],"['Teaching', 'English Teaching', 'Curriculum Development', 'English Literature', 'Classroom Management', 'Lesson Planning', 'Writing', 'Education', 'Educational Technology', 'English as a Second Language (ESL)']"
['Enterprise Account Executive'],"['Enterprise Technology Sales', 'Software as a Service (SaaS)', 'Business-to-Business (B2B)', 'Information Technology', 'Solution Selling', 'Consultative Selling', 'Sales Presentations', 'Enterprise Software', 'Account Management', 'Salesforce.com']"
['Entertainer'],"['Performing Arts', 'Acting', 'Dance', 'Entertainment', 'Theatre', 'Singing', 'Improvisation', 'Music', 'Musical Theatre', 'Choreography']"
['Entrepreneur'],"['Entrepreneurship', 'Small Business', 'Sales', 'Finance', 'Social Media Marketing', 'Marketing', 'Business Development', 'Leadership', 'Networking', 'Customer Service']"
['Environmental Specialist'],"['Environmental Compliance', 'Environmental Permitting', 'Environmental Science', 'Environmental Policy', 'Environmental Impact Assessment', 'Environmental Monitoring', 'Hazardous Waste Management', 'Environmental Awareness', 'Environment', 'Health', 'and Safety (EHS)', 'Geographic Information Systems (GIS)']"
['Esthetician'],"['Waxing', 'Skin', 'Spa Treatments', 'Facials', 'Skin Care', 'Microdermabrasion', 'Chemical Peels', 'Skin Care Products', 'Dermaplaning', 'NA']"
['Event Coordinator'],"['Event Planning', 'Event Management', 'Corporate Events', 'Social Media', 'Event Production', 'Special Events', 'Public Relations', 'Special Events Coordination', 'Organization Skills', 'Marketing']"
['Event Manager'],"['Event Management', 'Event Planning', 'Special Events', 'Corporate Events', 'Event Production', 'Special Events Coordination', 'Live Events', 'Event Marketing', 'Private Events', 'Public Relations']"
['Event Specialist'],"['Event Management', 'Event Planning', 'Corporate Events', 'Customer Service', 'Special Events', 'Organization Skills', 'Communication', 'Time Management', 'Event Production', 'Social Media']"
['Executive Assistant'],"['Executive Calendar Management', 'Executive Administrative Assistance', 'Meeting Scheduling', 'Executive Support', 'Calendaring', 'Administrative Assistance', 'Office Administration', 'Expense Reports', 'SAP Concur', 'Event Planning']"
['Facilities Manager'],"['Facility Management (FM)', 'Facilities Operations', 'Building Maintenance', 'Construction', 'Maintenance', 'Operations Management', 'HVAC', 'Preventive Maintenance', 'Property Management', 'Maintenance Management']"
['Family Nurse Practitioner'],"['Primary Care', 'Nurse Practitioners', 'Family Medicine', ""Women's Health"", 'Urgent Care', 'Advanced Cardiac Life Support (ACLS)', 'Nursing', 'Patient Education', 'Nursing Education', 'Critical Care Nursing']"
['Farm Hand'],"['Agriculture', 'Farm Equipment', 'Heavy Equipment Operations', 'Animal Care', 'Farms', 'Animal Husbandry', 'Animal Handling', 'Organic Farming', 'Leadership', 'Time Management']"
['Fashion Stylist'],"['Fashion Styling', 'Styling', 'Fashion', 'Fashion Consulting', 'Photo Shoots', 'Fashion Design', 'Personal Styling', 'Wardrobe', 'Visual Merchandising', 'Social Media']"
['Field Engineer'],"['Bluebeam', 'Procore', 'Field Operations', 'Construction Management', 'Construction Safety', 'Engineering', 'Construction', 'AutoCAD', 'Troubleshooting', 'OSHA 30-Hour']"
['Field Services Engineer'],"['Field Service', 'Field Service Engineering', 'Maintenance & Repair', 'Troubleshooting', 'Electrical Troubleshooting', 'Electro-mechanical Troubleshooting', 'Hardware Diagnostics', 'Mechanical Troubleshooting', 'Electronics', 'Preventive Maintenance']"
['Field Specialist'],"['Teaching', 'Classroom Management', 'Leadership', 'Communication', 'Time Management', 'Customer Service', 'Problem Solving', 'Team Leadership', 'Training', 'Organization Skills']"
['Filmmaker'],"['Film Production', 'Video Production', 'Video Editing', 'Cinematography', 'Film Direction', 'Adobe Premiere Pro', 'Film Editing', 'Independent Film', 'Screenwriting', 'Short Films']"
['Finance Manager'],"['Financial Analysis', 'Finance', 'Financial Reporting', 'Financial Planning', 'Accounting', 'Financial Accounting', 'Financial Statements', 'Financial Modeling', 'Managerial Finance', 'Forecasting']"
['Finance Specialist'],"['Financial Analysis', 'Financial Planning', 'Accounting', 'Finance', 'Financial Reporting', 'Microsoft Excel', 'Financial Accounting', 'Financial Modeling', 'Corporate Finance', 'QuickBooks']"
['Financial Advisor'],"['Investments', 'Retirement Planning', 'Financial Advisory', 'Financial Planning', 'Life Insurance', 'Financial Services', 'Insurance', 'Wealth Management Services', 'Financial Analysis', 'Investment Strategies']"
['Financial Analyst'],"['Financial Modeling', 'Financial Analysis', 'Financial Planning', 'Financial Reporting', 'Finance', 'Accounting', 'Tableau', 'Financial Accounting', 'Forecasting', 'Investments']"
['Financial Consultant'],"['Retirement Planning', 'Financial Planning', 'Financial Advisory', 'Financial Services', 'Financial Analysis', 'Investments', 'Finance', 'Estate Planning', 'Wealth Management Services', 'Financial Reporting']"
['Financial Controller'],"['Financial Reporting', 'Financial Accounting', 'Financial Statements', 'Generally Accepted Accounting Principles (GAAP)', 'Financial Planning', 'Accounting', 'Financial Analysis', 'QuickBooks', 'Account Reconciliation', 'Finance']"
['Financial Director'],"['Financial Statements', 'Financial Analysis', 'Financial Reporting', 'Finance', 'Cash Flow Management', 'Accounting', 'Financial Planning', 'Financial Accounting', 'Managerial Finance', 'Budgeting']"
['Financial Professional'],"['Financial Analysis', 'Financial Services', 'Retirement Planning', 'Life Insurance', 'Financial Planning', 'Finance', 'Insurance', 'Investments', 'Financial Reporting', 'Accounting']"
['Financial Representative'],"['Life Insurance', 'Financial Planning', 'Retirement Planning', 'Financial Services', 'Disability Insurance', 'Insurance', 'Investments', 'Term Life Insurance', 'Finance', 'Financial Analysis']"
['Financial Services Professional'],"['Financial Services', 'Life Insurance', 'Retirement Planning', '401k Rollovers', 'Financial Planning', 'Insurance', 'Finance', 'Financial Analysis', 'Long Term Care Insurance', '401(k) Retirement Savings Plans']"
['Financial Services Representative'],"['Financial Services', 'Life Insurance', 'Banking', 'Finance', 'Customer Service', 'Loans', 'Sales', 'Customer Relationship Management (CRM)', 'Retail Banking', 'Insurance']"
['Firefighter'],"['Fire Service', 'Firefighting', 'EMT', 'Emergency Medical Services (EMS)', 'Structural Firefighting', 'Fire Safety', 'Fire Prevention', 'Fire Protection', 'Emergency Services', 'Paramedic']"
['Fitness Instructor'],"['Fitness Instruction', 'Fitness Training', 'Fitness', 'Personal Training', 'Strength Training', 'Group Exercise', 'Fitness Industry', 'Coaching', 'Wellness Coaching', 'Functional Training']"
['Flight Attendant'],"['Travel', 'Flight Safety', 'Flight Attendant', 'Aviation', 'Airlines', 'Customer Experience', 'First Aid', 'Customer Service', 'Customer Satisfaction', 'Cardiopulmonary Resuscitation (CPR)']"
['Food Server'],"['Customer Service', 'Time Management', 'Bartending', 'Food & Beverage', 'Hospitality', 'Communication', 'Waiting Tables', 'Organization Skills', 'Multitasking', 'Leadership']"
['Food Service Worker'],"['Food & Beverage', 'Cooking', 'Customer Service', 'Food Safety', 'Food Preparation', 'Food Service', 'Communication', 'Time Management', 'Cashiering', 'Cash Handling']"
['Food Specialist'],"['Food Safety', 'Culinary Skills', 'Food & Beverage', 'Food Preparation', 'Cooking', 'Customer Service', 'Food Industry', 'Leadership', 'Time Management', 'Food Quality']"
['Foreperson'],"['Construction', 'Heavy Equipment Operations', 'Construction Safety', 'Blueprint Reading', 'Construction Management', 'Excavation', 'OSHA 30-Hour', 'Carpentry', 'Welding', 'Forklift Operation']"
['Forklift Operator'],"['Forklift Operation', 'Forklift Training', 'Warehouse Operations', 'Shipping & Receiving', 'Pallet Jack', 'Order Picking', 'Unloading', 'RF Scanners', 'Machine Operation', 'Inventory Management']"
['Founder'],"['Entrepreneurship', 'Fundraising', 'Social Media Marketing', 'Business Strategy', 'Business Development', 'Leadership', 'Marketing Strategy', 'Marketing', 'Digital Marketing', 'Project Management']"
['Front Desk Representative'],"['Receptionist Duties', 'Customer Service', 'Phone Etiquette', 'Front Office', 'Cash Handling', 'Hospitality Service', 'Spanish', 'Opera', 'Hospitality', 'Communication']"
['Front Desk Staff'],"['Receptionist Duties', 'Customer Service', 'Organization Skills', 'Communication', 'Time Management', 'Phone Etiquette', 'Leadership', 'Spanish', 'Problem Solving', 'Hospitality']"
['Frontend Developer'],"['React.js', 'JavaScript', 'TypeScript', 'Node.js', 'Cascading Style Sheets (CSS)', 'Front-End Development', 'HTML', 'HTML5', 'SASS', 'Redux.js']"
