Job Title,Skills,skill_entities,job_entities,relationships
Chef,"Culinary Skills, Culinary Management, Cooking, Menu Development, Recipe Development, Fine Dining, Food Preparation, Grills, Food & Beverage, Pastry","[('Culinary Skills, Culinary Management, Cooking, Menu Development, Recipe Development, Fine Dining, Food Preparation, Grills, Food & Beverage, Pastry', 'SKILL')]","[('Chef', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chef', 'to_type': 'SKILL', 'to_id': 'Culinary Skills, Culinary Management, Cooking, Menu Development, Recipe Development, Fine Dining, Food Preparation, Grills, Food & Beverage, Pastry', 'type': 'REQUIRES'}]"
Chemist,"Analytical Chemistry, Chemistry, High-Performance Liquid Chromatography (HPLC), Gas Chromatography, Liquid Chromatography-Mass Spectrometry (LC-MS), Wet Chemistry, Laboratory Skills, GC-MS, UV/Vis Spectroscopy, Good Laboratory Practice (GLP)","[('Analytical Chemistry, Chemistry, High-Performance Liquid Chromatography (HPLC), Gas Chromatography, Liquid Chromatography-Mass Spectrometry (LC-MS), Wet Chemistry, Laboratory Skills, GC-MS, UV/Vis Spectroscopy, Good Laboratory Practice (GLP)', 'SKILL')]","[('Chemist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chemist', 'to_type': 'SKILL', 'to_id': 'Analytical Chemistry, Chemistry, High-Performance Liquid Chromatography (HPLC), Gas Chromatography, Liquid Chromatography-Mass Spectrometry (LC-MS), Wet Chemistry, Laboratory Skills, GC-MS, UV/Vis Spectroscopy, Good Laboratory Practice (GLP)', 'type': 'REQUIRES'}]"
Chief Executive Officer,"Business Development, Operations Management, CEOs, Business Strategy, Board of Directors, Entrepreneurship, Business Planning, Networking, Fundraising, Marketing","[('Business Development, Operations Management, CEOs, Business Strategy, Board of Directors, Entrepreneurship, Business Planning, Networking, Fundraising, Marketing', 'SKILL')]","[('Chief Executive Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Executive Officer', 'to_type': 'SKILL', 'to_id': 'Business Development, Operations Management, CEOs, Business Strategy, Board of Directors, Entrepreneurship, Business Planning, Networking, Fundraising, Marketing', 'type': 'REQUIRES'}]"
Chief Financial Officer,"Financial Analysis, Finance, Financial Reporting, Accounting, Financial Planning, Financial Statements, Financial Accounting, Corporate Finance, Mergers & Acquisitions (M&A), CFOs","[('Financial Analysis, Finance, Financial Reporting, Accounting, Financial Planning, Financial Statements, Financial Accounting, Corporate Finance, Mergers & Acquisitions (M&A), CFOs', 'SKILL')]","[('Chief Financial Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Financial Officer', 'to_type': 'SKILL', 'to_id': 'Financial Analysis, Finance, Financial Reporting, Accounting, Financial Planning, Financial Statements, Financial Accounting, Corporate Finance, Mergers & Acquisitions (M&A), CFOs', 'type': 'REQUIRES'}]"
Chief Information Officer,"Cybersecurity, Information Technology, IT Strategy, C++, IT Management, Cloud Computing, CIOs, IT Operations, IT Infrastructure Management, Information Security","[('Cybersecurity, Information Technology, IT Strategy, C++, IT Management, Cloud Computing, CIOs, IT Operations, IT Infrastructure Management, Information Security', 'SKILL')]","[('Chief Information Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Information Officer', 'to_type': 'SKILL', 'to_id': 'Cybersecurity, Information Technology, IT Strategy, C++, IT Management, Cloud Computing, CIOs, IT Operations, IT Infrastructure Management, Information Security', 'type': 'REQUIRES'}]"
Chief Marketing Officer,"Business Management, Marketing Analytics, Marketing, Market Planning, Marketing Strategy, International Relations, Market Research, Supply Chain Management, Digital Marketing, Channel Sales","[('Business Management, Marketing Analytics, Marketing, Market Planning, Marketing Strategy, International Relations, Market Research, Supply Chain Management, Digital Marketing, Channel Sales', 'SKILL')]","[('Chief Marketing Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Marketing Officer', 'to_type': 'SKILL', 'to_id': 'Business Management, Marketing Analytics, Marketing, Market Planning, Marketing Strategy, International Relations, Market Research, Supply Chain Management, Digital Marketing, Channel Sales', 'type': 'REQUIRES'}]"
Chief Operating Officer,"Operations Management, Business Development, Business Strategy, Strategic Planning, P&L Management, Executive Management, Organizational Development, Leadership, New Business Development, Project Management","[('Operations Management, Business Development, Business Strategy, Strategic Planning, P&L Management, Executive Management, Organizational Development, Leadership, New Business Development, Project Management', 'SKILL')]","[('Chief Operating Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Operating Officer', 'to_type': 'SKILL', 'to_id': 'Operations Management, Business Development, Business Strategy, Strategic Planning, P&L Management, Executive Management, Organizational Development, Leadership, New Business Development, Project Management', 'type': 'REQUIRES'}]"
Chief Technology Officer,"Information Technology, Internet Culture, Technology Management, C++, Python (Programming Language), Computer Science, Linux, Human Resources (HR), Amazon Web Services (AWS), Technology Solutions","[('Information Technology, Internet Culture, Technology Management, C++, Python (Programming Language), Computer Science, Linux, Human Resources (HR), Amazon Web Services (AWS), Technology Solutions', 'SKILL')]","[('Chief Technology Officer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Chief Technology Officer', 'to_type': 'SKILL', 'to_id': 'Information Technology, Internet Culture, Technology Management, C++, Python (Programming Language), Computer Science, Linux, Human Resources (HR), Amazon Web Services (AWS), Technology Solutions', 'type': 'REQUIRES'}]"
Child Care Specialist,"Childcare, Working With Children, Child Development, Early Childhood Education, Organization Skills, Spanish, Communication, Teaching, Early Childhood Development, Customer Service","[('Childcare, Working With Children, Child Development, Early Childhood Education, Organization Skills, Spanish, Communication, Teaching, Early Childhood Development, Customer Service', 'SKILL')]","[('Child Care Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Child Care Specialist', 'to_type': 'SKILL', 'to_id': 'Childcare, Working With Children, Child Development, Early Childhood Education, Organization Skills, Spanish, Communication, Teaching, Early Childhood Development, Customer Service', 'type': 'REQUIRES'}]"
Childcare Provider,"Childcare, Working With Children, Organization Skills, Child Development, Time Management, Communication, Customer Service, Leadership, Early Childhood Development, Teaching","[('Childcare, Working With Children, Organization Skills, Child Development, Time Management, Communication, Customer Service, Leadership, Early Childhood Development, Teaching', 'SKILL')]","[('Childcare Provider', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Childcare Provider', 'to_type': 'SKILL', 'to_id': 'Childcare, Working With Children, Organization Skills, Child Development, Time Management, Communication, Customer Service, Leadership, Early Childhood Development, Teaching', 'type': 'REQUIRES'}]"
Civil Engineer,"Civil Engineering, Roadway Design, AutoCAD, Stormwater Management, Land Development, Engineering, MicroStation, Construction Management, Construction, Autodesk Civil 3D","[('Civil Engineering, Roadway Design, AutoCAD, Stormwater Management, Land Development, Engineering, MicroStation, Construction Management, Construction, Autodesk Civil 3D', 'SKILL')]","[('Civil Engineer', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Civil Engineer', 'to_type': 'SKILL', 'to_id': 'Civil Engineering, Roadway Design, AutoCAD, Stormwater Management, Land Development, Engineering, MicroStation, Construction Management, Construction, Autodesk Civil 3D', 'type': 'REQUIRES'}]"
Civil Servant,"Government Relations, Government, Leadership, Research, Public Speaking, Communication, Public Policy, Policy Analysis, Government Contracting, Governmental Affairs","[('Government Relations, Government, Leadership, Research, Public Speaking, Communication, Public Policy, Policy Analysis, Government Contracting, Governmental Affairs', 'SKILL')]","[('Civil Servant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Civil Servant', 'to_type': 'SKILL', 'to_id': 'Government Relations, Government, Leadership, Research, Public Speaking, Communication, Public Policy, Policy Analysis, Government Contracting, Governmental Affairs', 'type': 'REQUIRES'}]"
Claims Adjuster,"Insurance, Claims Handling, Claims Management, Property and Casualty Insurance, Claim Investigation, Auto Claims, Claims Resolution, Insurance Claims, Xactimate, Property Claims","[('Insurance, Claims Handling, Claims Management, Property and Casualty Insurance, Claim Investigation, Auto Claims, Claims Resolution, Insurance Claims, Xactimate, Property Claims', 'SKILL')]","[('Claims Adjuster', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Claims Adjuster', 'to_type': 'SKILL', 'to_id': 'Insurance, Claims Handling, Claims Management, Property and Casualty Insurance, Claim Investigation, Auto Claims, Claims Resolution, Insurance Claims, Xactimate, Property Claims', 'type': 'REQUIRES'}]"
Claims Specialist,"Claims Management, Insurance, Claims Handling, Claim Investigation, Claims Resolution, Insurance Claims, Auto Claims, Property and Casualty Insurance, Workers' Compensation Claims, Property Claims","[(""Claims Management, Insurance, Claims Handling, Claim Investigation, Claims Resolution, Insurance Claims, Auto Claims, Property and Casualty Insurance, Workers' Compensation Claims, Property Claims"", 'SKILL')]","[('Claims Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Claims Specialist', 'to_type': 'SKILL', 'to_id': ""Claims Management, Insurance, Claims Handling, Claim Investigation, Claims Resolution, Insurance Claims, Auto Claims, Property and Casualty Insurance, Workers' Compensation Claims, Property Claims"", 'type': 'REQUIRES'}]"
Client Manager,"Account Management, Client Relations, Customer Relationship Management (CRM), Client Services, Customer Retention, Project Management, Relationship Building, Customer Satisfaction, Communication, Customer Experience","[('Account Management, Client Relations, Customer Relationship Management (CRM), Client Services, Customer Retention, Project Management, Relationship Building, Customer Satisfaction, Communication, Customer Experience', 'SKILL')]","[('Client Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Client Manager', 'to_type': 'SKILL', 'to_id': 'Account Management, Client Relations, Customer Relationship Management (CRM), Client Services, Customer Retention, Project Management, Relationship Building, Customer Satisfaction, Communication, Customer Experience', 'type': 'REQUIRES'}]"
Client Services Manager,"Client Services, Client Relations, Account Management, Customer Relationship Management (CRM), Customer Service Management, Project Management, Customer Service, Relationship Building, Customer Retention, Salesforce.com","[('Client Services, Client Relations, Account Management, Customer Relationship Management (CRM), Customer Service Management, Project Management, Customer Service, Relationship Building, Customer Retention, Salesforce.com', 'SKILL')]","[('Client Services Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Client Services Manager', 'to_type': 'SKILL', 'to_id': 'Client Services, Client Relations, Account Management, Customer Relationship Management (CRM), Customer Service Management, Project Management, Customer Service, Relationship Building, Customer Retention, Salesforce.com', 'type': 'REQUIRES'}]"
Client Services Representative,"Client Services, Customer Relationship Management (CRM), Customer Support, Client Relations, Customer Service, Data Entry, Customer Satisfaction, Salesforce.com, Account Management, Time Management","[('Client Services, Customer Relationship Management (CRM), Customer Support, Client Relations, Customer Service, Data Entry, Customer Satisfaction, Salesforce.com, Account Management, Time Management', 'SKILL')]","[('Client Services Representative', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Client Services Representative', 'to_type': 'SKILL', 'to_id': 'Client Services, Customer Relationship Management (CRM), Customer Support, Client Relations, Customer Service, Data Entry, Customer Satisfaction, Salesforce.com, Account Management, Time Management', 'type': 'REQUIRES'}]"
Clinical Coordinator,"Healthcare, Medical-Surgical, Electronic Medical Records (EMR), Patient Education, Nursing, Advanced Cardiac Life Support (ACLS), Basic Life Support (BLS), Medical Terminology, Patient Safety, Nursing Management","[('Healthcare, Medical-Surgical, Electronic Medical Records (EMR), Patient Education, Nursing, Advanced Cardiac Life Support (ACLS), Basic Life Support (BLS), Medical Terminology, Patient Safety, Nursing Management', 'SKILL')]","[('Clinical Coordinator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Coordinator', 'to_type': 'SKILL', 'to_id': 'Healthcare, Medical-Surgical, Electronic Medical Records (EMR), Patient Education, Nursing, Advanced Cardiac Life Support (ACLS), Basic Life Support (BLS), Medical Terminology, Patient Safety, Nursing Management', 'type': 'REQUIRES'}]"
Clinical Director,"Clinical Supervision, Mental Health Counseling, Addiction Recovery, Cognitive Behavioral Therapy (CBT), Clinical Operations, Management, Psychotherapy, NA, Applied Behavior Analysis, Trauma Therapy","[('Clinical Supervision, Mental Health Counseling, Addiction Recovery, Cognitive Behavioral Therapy (CBT), Clinical Operations, Management, Psychotherapy, NA, Applied Behavior Analysis, Trauma Therapy', 'SKILL')]","[('Clinical Director', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Director', 'to_type': 'SKILL', 'to_id': 'Clinical Supervision, Mental Health Counseling, Addiction Recovery, Cognitive Behavioral Therapy (CBT), Clinical Operations, Management, Psychotherapy, NA, Applied Behavior Analysis, Trauma Therapy', 'type': 'REQUIRES'}]"
Clinical Fellow,"Clinical Research, Medicine, Clinical Trials, Medical Education, Good Clinical Practice (GCP), Medical Research, Healthcare, Research, Internal Medicine, Oncology","[('Clinical Research, Medicine, Clinical Trials, Medical Education, Good Clinical Practice (GCP), Medical Research, Healthcare, Research, Internal Medicine, Oncology', 'SKILL')]","[('Clinical Fellow', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Fellow', 'to_type': 'SKILL', 'to_id': 'Clinical Research, Medicine, Clinical Trials, Medical Education, Good Clinical Practice (GCP), Medical Research, Healthcare, Research, Internal Medicine, Oncology', 'type': 'REQUIRES'}]"
Clinical Instructor,"Nursing Education, Nursing, Clinical Education, Advanced Cardiac Life Support (ACLS), Patient Education, Critical Care Nursing, Basic Life Support (BLS), Healthcare, Teaching, Telemetry","[('Nursing Education, Nursing, Clinical Education, Advanced Cardiac Life Support (ACLS), Patient Education, Critical Care Nursing, Basic Life Support (BLS), Healthcare, Teaching, Telemetry', 'SKILL')]","[('Clinical Instructor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Instructor', 'to_type': 'SKILL', 'to_id': 'Nursing Education, Nursing, Clinical Education, Advanced Cardiac Life Support (ACLS), Patient Education, Critical Care Nursing, Basic Life Support (BLS), Healthcare, Teaching, Telemetry', 'type': 'REQUIRES'}]"
Clinical Manager,"Clinical Supervision, Clinical Operations, Nursing Management, Nursing, Medical-Surgical, Healthcare Management, Management, Healthcare, Nursing Education, Leadership","[('Clinical Supervision, Clinical Operations, Nursing Management, Nursing, Medical-Surgical, Healthcare Management, Management, Healthcare, Nursing Education, Leadership', 'SKILL')]","[('Clinical Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Manager', 'to_type': 'SKILL', 'to_id': 'Clinical Supervision, Clinical Operations, Nursing Management, Nursing, Medical-Surgical, Healthcare Management, Management, Healthcare, Nursing Education, Leadership', 'type': 'REQUIRES'}]"
Clinical Pharmacist,"Clinical Pharmacy, Hospital Pharmacy, Pharmacy Practice, Patient Counseling, Certified Immunizer, Clinical Pharmacology, Pharmacy, Medication Reconciliation, Community Pharmacy, Medication Adherence","[('Clinical Pharmacy, Hospital Pharmacy, Pharmacy Practice, Patient Counseling, Certified Immunizer, Clinical Pharmacology, Pharmacy, Medication Reconciliation, Community Pharmacy, Medication Adherence', 'SKILL')]","[('Clinical Pharmacist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Pharmacist', 'to_type': 'SKILL', 'to_id': 'Clinical Pharmacy, Hospital Pharmacy, Pharmacy Practice, Patient Counseling, Certified Immunizer, Clinical Pharmacology, Pharmacy, Medication Reconciliation, Community Pharmacy, Medication Adherence', 'type': 'REQUIRES'}]"
Clinical Research Associate,"Good Clinical Practice (GCP), Clinical Monitoring, Clinical Trial Management System (CTMS), Clinical Research, Electronic Data Capture (EDC), Clinical Trials, Oncology, Oncology Clinical Research, Clinical Research Associates, Trial Management","[('Good Clinical Practice (GCP), Clinical Monitoring, Clinical Trial Management System (CTMS), Clinical Research, Electronic Data Capture (EDC), Clinical Trials, Oncology, Oncology Clinical Research, Clinical Research Associates, Trial Management', 'SKILL')]","[('Clinical Research Associate', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Research Associate', 'to_type': 'SKILL', 'to_id': 'Good Clinical Practice (GCP), Clinical Monitoring, Clinical Trial Management System (CTMS), Clinical Research, Electronic Data Capture (EDC), Clinical Trials, Oncology, Oncology Clinical Research, Clinical Research Associates, Trial Management', 'type': 'REQUIRES'}]"
Clinical Research Coordinator,"Clinical Research, Clinical Trials, Good Clinical Practice (GCP), REDCap, Electronic Data Capture (EDC), Study Coordination, Institutional Review Board (IRB), Patient Recruitment, Medidata, Oncology","[('Clinical Research, Clinical Trials, Good Clinical Practice (GCP), REDCap, Electronic Data Capture (EDC), Study Coordination, Institutional Review Board (IRB), Patient Recruitment, Medidata, Oncology', 'SKILL')]","[('Clinical Research Coordinator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Research Coordinator', 'to_type': 'SKILL', 'to_id': 'Clinical Research, Clinical Trials, Good Clinical Practice (GCP), REDCap, Electronic Data Capture (EDC), Study Coordination, Institutional Review Board (IRB), Patient Recruitment, Medidata, Oncology', 'type': 'REQUIRES'}]"
Clinical Social Worker,"Social Work, Cognitive Behavioral Therapy (CBT), Mental Health, Mental Health Counseling, Psychotherapy, Group Therapy, NA, Crisis Intervention, Trauma Therapy, Medical Social Work","[('Social Work, Cognitive Behavioral Therapy (CBT), Mental Health, Mental Health Counseling, Psychotherapy, Group Therapy, NA, Crisis Intervention, Trauma Therapy, Medical Social Work', 'SKILL')]","[('Clinical Social Worker', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Social Worker', 'to_type': 'SKILL', 'to_id': 'Social Work, Cognitive Behavioral Therapy (CBT), Mental Health, Mental Health Counseling, Psychotherapy, Group Therapy, NA, Crisis Intervention, Trauma Therapy, Medical Social Work', 'type': 'REQUIRES'}]"
Clinical Specialist,"Mental Health Counseling, Group Therapy, Cognitive Behavioral Therapy (CBT), Medical Devices, Psychotherapy, Case Management, Healthcare, Electronic Medical Records (EMR), Clinical Research, Motivational Interviewing","[('Mental Health Counseling, Group Therapy, Cognitive Behavioral Therapy (CBT), Medical Devices, Psychotherapy, Case Management, Healthcare, Electronic Medical Records (EMR), Clinical Research, Motivational Interviewing', 'SKILL')]","[('Clinical Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Specialist', 'to_type': 'SKILL', 'to_id': 'Mental Health Counseling, Group Therapy, Cognitive Behavioral Therapy (CBT), Medical Devices, Psychotherapy, Case Management, Healthcare, Electronic Medical Records (EMR), Clinical Research, Motivational Interviewing', 'type': 'REQUIRES'}]"
Clinical Supervisor,"Clinical Supervision, Supervisory Skills, Cognitive Behavioral Therapy (CBT), Trauma Therapy, Applied Behavior Analysis, NA, Mental Health Counseling, Addiction Recovery, Mental Health, Psychotherapy","[('Clinical Supervision, Supervisory Skills, Cognitive Behavioral Therapy (CBT), Trauma Therapy, Applied Behavior Analysis, NA, Mental Health Counseling, Addiction Recovery, Mental Health, Psychotherapy', 'SKILL')]","[('Clinical Supervisor', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinical Supervisor', 'to_type': 'SKILL', 'to_id': 'Clinical Supervision, Supervisory Skills, Cognitive Behavioral Therapy (CBT), Trauma Therapy, Applied Behavior Analysis, NA, Mental Health Counseling, Addiction Recovery, Mental Health, Psychotherapy', 'type': 'REQUIRES'}]"
Clinician,"Mental Health Counseling, Cognitive Behavioral Therapy (CBT), Mental Health, Group Therapy, Psychotherapy, Social Work, Crisis Intervention, Case Management, Family Therapy, Motivational Interviewing","[('Mental Health Counseling, Cognitive Behavioral Therapy (CBT), Mental Health, Group Therapy, Psychotherapy, Social Work, Crisis Intervention, Case Management, Family Therapy, Motivational Interviewing', 'SKILL')]","[('Clinician', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Clinician', 'to_type': 'SKILL', 'to_id': 'Mental Health Counseling, Cognitive Behavioral Therapy (CBT), Mental Health, Group Therapy, Psychotherapy, Social Work, Crisis Intervention, Case Management, Family Therapy, Motivational Interviewing', 'type': 'REQUIRES'}]"
Co-Founder,"Entrepreneurship, Business Strategy, Business Development, Fundraising, Start-ups, Marketing Strategy, Leadership, Marketing, Social Media Marketing, Project Management","[('Entrepreneurship, Business Strategy, Business Development, Fundraising, Start-ups, Marketing Strategy, Leadership, Marketing, Social Media Marketing, Project Management', 'SKILL')]","[('Co-Founder', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Co-Founder', 'to_type': 'SKILL', 'to_id': 'Entrepreneurship, Business Strategy, Business Development, Fundraising, Start-ups, Marketing Strategy, Leadership, Marketing, Social Media Marketing, Project Management', 'type': 'REQUIRES'}]"
Co-Owner,"Team Management, Entrepreneurship, Sales, Social Media Marketing, Small Business, Direct Sales, Business Development, Marketing, Management, Leadership","[('Team Management, Entrepreneurship, Sales, Social Media Marketing, Small Business, Direct Sales, Business Development, Marketing, Management, Leadership', 'SKILL')]","[('Co-Owner', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Co-Owner', 'to_type': 'SKILL', 'to_id': 'Team Management, Entrepreneurship, Sales, Social Media Marketing, Small Business, Direct Sales, Business Development, Marketing, Management, Leadership', 'type': 'REQUIRES'}]"
Collections Specialist,"Debt Collection, Accounts Receivable (AR), Collections Management, A/R Collections, Cash Collection, Data Entry, Account Management, Museum Collections, Customer Service, Credit Analysis","[('Debt Collection, Accounts Receivable (AR), Collections Management, A/R Collections, Cash Collection, Data Entry, Account Management, Museum Collections, Customer Service, Credit Analysis', 'SKILL')]","[('Collections Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Collections Specialist', 'to_type': 'SKILL', 'to_id': 'Debt Collection, Accounts Receivable (AR), Collections Management, A/R Collections, Cash Collection, Data Entry, Account Management, Museum Collections, Customer Service, Credit Analysis', 'type': 'REQUIRES'}]"
Commander,"Military, Military Operations, Organizational Leadership, Military Leadership, Command, Leadership Development, Strategic Planning, Operational Planning, Joint Military Operations, Military Training","[('Military, Military Operations, Organizational Leadership, Military Leadership, Command, Leadership Development, Strategic Planning, Operational Planning, Joint Military Operations, Military Training', 'SKILL')]","[('Commander', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Commander', 'to_type': 'SKILL', 'to_id': 'Military, Military Operations, Organizational Leadership, Military Leadership, Command, Leadership Development, Strategic Planning, Operational Planning, Joint Military Operations, Military Training', 'type': 'REQUIRES'}]"
Communications Assistant,"Social Media, Public Relations, Writing, Social Media Communications, Canva, Social Media Marketing, Graphic Design, Adobe Creative Suite, Communication, Adobe InDesign","[('Social Media, Public Relations, Writing, Social Media Communications, Canva, Social Media Marketing, Graphic Design, Adobe Creative Suite, Communication, Adobe InDesign', 'SKILL')]","[('Communications Assistant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Communications Assistant', 'to_type': 'SKILL', 'to_id': 'Social Media, Public Relations, Writing, Social Media Communications, Canva, Social Media Marketing, Graphic Design, Adobe Creative Suite, Communication, Adobe InDesign', 'type': 'REQUIRES'}]"
Communications Coordinator,"Public Relations, Writing, Social Media, Strategic Communications, Editing, Social Media Communications, Internal Communications, Marketing, Social Media Marketing, Graphic Design","[('Public Relations, Writing, Social Media, Strategic Communications, Editing, Social Media Communications, Internal Communications, Marketing, Social Media Marketing, Graphic Design', 'SKILL')]","[('Communications Coordinator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Communications Coordinator', 'to_type': 'SKILL', 'to_id': 'Public Relations, Writing, Social Media, Strategic Communications, Editing, Social Media Communications, Internal Communications, Marketing, Social Media Marketing, Graphic Design', 'type': 'REQUIRES'}]"
Communications Manager,"Strategic Communications, Internal Communications, Corporate Communications, Crisis Communications, Communications Planning, Public Relations, Social Media Communications, Writing, Media Relations, Web Content Writing","[('Strategic Communications, Internal Communications, Corporate Communications, Crisis Communications, Communications Planning, Public Relations, Social Media Communications, Writing, Media Relations, Web Content Writing', 'SKILL')]","[('Communications Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Communications Manager', 'to_type': 'SKILL', 'to_id': 'Strategic Communications, Internal Communications, Corporate Communications, Crisis Communications, Communications Planning, Public Relations, Social Media Communications, Writing, Media Relations, Web Content Writing', 'type': 'REQUIRES'}]"
Communications Specialist,"Strategic Communications, Internal Communications, Public Relations, Social Media, Writing, Corporate Communications, Social Media Communications, Social Media Marketing, Communication, Editing","[('Strategic Communications, Internal Communications, Public Relations, Social Media, Writing, Corporate Communications, Social Media Communications, Social Media Marketing, Communication, Editing', 'SKILL')]","[('Communications Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Communications Specialist', 'to_type': 'SKILL', 'to_id': 'Strategic Communications, Internal Communications, Public Relations, Social Media, Writing, Corporate Communications, Social Media Communications, Social Media Marketing, Communication, Editing', 'type': 'REQUIRES'}]"
Community Assistant,"Customer Service, Social Media, Marketing, Communication, Event Planning, Sales, Organization Skills, Time Management, Leadership, Problem Solving","[('Customer Service, Social Media, Marketing, Communication, Event Planning, Sales, Organization Skills, Time Management, Leadership, Problem Solving', 'SKILL')]","[('Community Assistant', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Community Assistant', 'to_type': 'SKILL', 'to_id': 'Customer Service, Social Media, Marketing, Communication, Event Planning, Sales, Organization Skills, Time Management, Leadership, Problem Solving', 'type': 'REQUIRES'}]"
Community Coordinator,"Community Engagement, Community Outreach, Community Organizing, Event Planning, Community Development, Nonprofit Organizations, Volunteer Management, Fundraising, Public Speaking, Grassroots Organizing","[('Community Engagement, Community Outreach, Community Organizing, Event Planning, Community Development, Nonprofit Organizations, Volunteer Management, Fundraising, Public Speaking, Grassroots Organizing', 'SKILL')]","[('Community Coordinator', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Community Coordinator', 'to_type': 'SKILL', 'to_id': 'Community Engagement, Community Outreach, Community Organizing, Event Planning, Community Development, Nonprofit Organizations, Volunteer Management, Fundraising, Public Speaking, Grassroots Organizing', 'type': 'REQUIRES'}]"
Community Manager,"Property Management, Community Management, Yardi, Yardi Voyager, OneSite, Yardi Property Management, Community Engagement, Social Media, Resident Retention, Yieldstar","[('Property Management, Community Management, Yardi, Yardi Voyager, OneSite, Yardi Property Management, Community Engagement, Social Media, Resident Retention, Yieldstar', 'SKILL')]","[('Community Manager', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Community Manager', 'to_type': 'SKILL', 'to_id': 'Property Management, Community Management, Yardi, Yardi Voyager, OneSite, Yardi Property Management, Community Engagement, Social Media, Resident Retention, Yieldstar', 'type': 'REQUIRES'}]"
Community Specialist,"Community Outreach, Community Engagement, Event Planning, Community Development, Communication, Community Management, Leadership, Social Media, Public Speaking, Nonprofit Organizations","[('Community Outreach, Community Engagement, Event Planning, Community Development, Communication, Community Management, Leadership, Social Media, Public Speaking, Nonprofit Organizations', 'SKILL')]","[('Community Specialist', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Community Specialist', 'to_type': 'SKILL', 'to_id': 'Community Outreach, Community Engagement, Event Planning, Community Development, Communication, Community Management, Leadership, Social Media, Public Speaking, Nonprofit Organizations', 'type': 'REQUIRES'}]"
Compliance Analyst,"Regulatory Compliance, Risk Management, Compliance Regulations, Anti-Money Laundering, Compliance Management, Compliance Monitoring, Auditing, Internal Audits, Risk Assessment, Legal Compliance","[('Regulatory Compliance, Risk Management, Compliance Regulations, Anti-Money Laundering, Compliance Management, Compliance Monitoring, Auditing, Internal Audits, Risk Assessment, Legal Compliance', 'SKILL')]","[('Compliance Analyst', 'JOB')]","[{'from_type': 'JOB', 'from_id': 'Compliance Analyst', 'to_type': 'SKILL', 'to_id': 'Regulatory Compliance, Risk Management, Compliance Regulations, Anti-Money Laundering, Compliance Management, Compliance Monitoring, Auditing, Internal Audits, Risk Assessment, Legal Compliance', 'type': 'REQUIRES'}]"
